gene,baseMean,log2FoldChange,lfcSE,pvalue,padj,pfam,og,name,TF,STING,cGLR
Spis_XP_022789217_1,9.781580874,0.357812646,0.385444499,0.170034347,0.312787509,7tm_1/,GPCR-rhodopsin.HG1.41:like:GPR45/GPR63/GPR135:likeclu:11/12,,FALSE,FALSE,FALSE
Spis_XP_022810056_1,3.612357974,0.4315374,0.570553004,0.17004516,0.312787509,7tm_2/,GPCR-secretin.HG7.0:NA,,FALSE,FALSE,FALSE
Spis_Spis18590_1,2.657831395,0.452651671,0.695884241,0.17002599,0.312787509,,,,FALSE,FALSE,FALSE
Spis_XP_022799936_1,491.8744893,0.216973287,0.185500053,0.170115158,0.312876644,Diphthamide_syn/,diphthamide_biosynthesis_2,,FALSE,FALSE,FALSE
Spis_XP_022789628_1,387.9302698,0.220342481,0.189201466,0.170119047,0.312876644,TPR_2/TPR_12/CHAT/,tetratricopeptide_repeat_domain_28,,FALSE,FALSE,FALSE
Spis_XP_022785985_1,1.648264403,-0.452869429,0.703196935,0.170149946,0.312891932,F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/,EGF_like_repeats_and_discoidin_domains_3,,FALSE,FALSE,FALSE
Spis_XP_022792424_1,15.59767133,-0.31491518,0.313045486,0.170165504,0.312891932,7tm_1/,GPCR-rhodopsin.HG18.1:NA,,FALSE,FALSE,FALSE
Spis_XP_022782501_1,121.9683614,0.244367708,0.216904251,0.170159222,0.312891932,,,,FALSE,FALSE,FALSE
Spis_Spis22876_1,84.58086118,-0.323020444,0.325829677,0.170221121,0.312947429,,,,FALSE,FALSE,FALSE
Spis_XP_022784607_1,73.77105955,-0.261407239,0.23803222,0.1702139,0.312947429,UDG/,thymine_DNA_glycosylase,,FALSE,FALSE,FALSE
Spis_XP_022783214_1,25.64147252,-0.446648867,0.792225683,0.170279617,0.313031586,F5_F8_type_C/fn3/fn3/F5_F8_type_C/F5_F8_type_C/fn3/fn3/fn3/fn3/fn3/fn3/fn3/fn3/fn3/fn3/fn3/fn3/fn3/fn3/fn3/fn3/fn3/fn3/fn3/fn3/fn3/fn3/fn3/fn3/fn3/fn3/fn3/fn3/fn3/fn3/fn3/fn3/fn3/fn3/fn3/fn3/,sidekick_cell_adhesion_molecule_2,,FALSE,FALSE,FALSE
Spis_XP_022779146_1,403.6075168,0.219282177,0.188142183,0.170311774,0.313067313,GpcrRhopsn4/,G_protein_coupled_receptor_180,,FALSE,FALSE,FALSE
Spis_XP_022783507_1,114.5441406,0.284258134,0.268466717,0.170335796,0.313088084,,,,FALSE,FALSE,FALSE
Spis_XP_022801410_1,10.47564773,-0.347269073,0.366885205,0.170434144,0.313226134,7tm_1/,GPCR-rhodopsin.HG3.74:NA,,FALSE,FALSE,FALSE
Spis_XP_022807069_1,100.6179564,-0.283971539,0.268165187,0.170436359,0.313226134,,zf-C2H2.Unclassified,,TRUE,FALSE,FALSE
Spis_XP_022793853_1,108.9487724,-0.22874732,0.198844294,0.170483625,0.313289602,IMS/IMS_C/zf_UBZ/,DNA_polymerase_eta,,FALSE,FALSE,FALSE
Spis_XP_022777932_1,1880.072539,-0.173668589,0.141726755,0.170640439,0.313554355,LRR_6/LRR_6/LRR_6/LRR_6/LRR_6/,NLR family CARD domain-containing protein 3-like,,FALSE,FALSE,FALSE
Spis_XP_022799187_1,7.825501978,-0.398125949,0.472718542,0.1707055,0.313603655,,heat_shock_transcription_factor_2_binding_protein,,FALSE,FALSE,FALSE
Spis_XP_022804292_1,294.0830908,-0.181925584,0.149674777,0.170693605,0.313603655,Muted/,biogenesis_of_lysosomal_organelles_complex_1_subunit_5,,FALSE,FALSE,FALSE
Spis_XP_022780382_1,760.6195853,0.265649873,0.243879176,0.170701819,0.313603655,YEATS/AHD/,MLLT3_super_elongation_complex_subunit,,FALSE,FALSE,FALSE
Spis_Spis14530_1,2.669537717,-0.447085004,0.650957563,0.170757604,0.313675957,,,,FALSE,FALSE,FALSE
Spis_XP_022810559_1,126.5970644,-0.276984463,0.258993445,0.170838949,0.313801959,DSPc/,dual_specificity_phosphatase_11,,FALSE,FALSE,FALSE
Spis_Spis18099_1,11.26956173,-0.398932645,0.47517755,0.170881538,0.313856762,,,,FALSE,FALSE,FALSE
Spis_XP_022778398_1,4.376246462,-0.440602728,0.615257653,0.171092098,0.314196594,DUF1758/Peptidase_A17/,,,FALSE,FALSE,FALSE
Spis_XP_022793968_1,1760.425882,0.218664933,0.187898086,0.171079926,0.314196594,,,,FALSE,FALSE,FALSE
Spis_XP_022799257_1,2.868430501,-0.451831032,0.727816883,0.171205369,0.314364111,,solute_carrier_family_16_member_14,,FALSE,FALSE,FALSE
Spis_XP_022781093_1,2455.964695,0.282018374,0.266191638,0.171208868,0.314364111,PDGF/,vascular_endothelial_growth_factor_B,,FALSE,FALSE,FALSE
Spis_XP_022790122_1,136.3086537,-0.22762157,0.198049253,0.171279715,0.314455232,zf-CCCH_2/zf-CCCH/zf-CCCH_4/,zf-CCCH.HG1.6:ZC3H4/ZC3H6/ZC3H8,,FALSE,FALSE,FALSE
Spis_XP_022785898_1,1524.782195,0.184847757,0.152784996,0.171289438,0.314455232,BBL5/,Bardet_Biedl_syndrome_5,,FALSE,FALSE,FALSE
Spis_XP_022786935_1,159.7754802,0.320474105,0.323132227,0.171309608,0.314455232,WSC/,glycoprotein_2,,FALSE,FALSE,FALSE
Spis_XP_022793986_1,2.208040008,0.439524939,0.611152301,0.171298254,0.314455232,Pkinase/,Pkinase.HG68.1:MOS,,FALSE,FALSE,FALSE
Spis_XP_022794164_1,2994.869841,-0.207770796,0.176263426,0.171371242,0.314544904,Ribosomal_S8e/,NSA2_ribosome_biogenesis_factor,,FALSE,FALSE,FALSE
Spis_XP_022788062_1,102.3783354,0.349216901,0.371893942,0.171419861,0.314610676,,,,FALSE,FALSE,FALSE
Spis_XP_022795029_1,8.299377598,-0.37769433,0.427685696,0.171480423,0.314698355,Neur_chan_LBD/Neur_chan_memb/,ion-neuro-gated.HG1.3:AC243734/AC254952/CHRFAM7A/CHRNA1/CHRNA2/CHRNA3/CHRNA4/CHRNA5/CHRNA6/CHRNA7/CHRNB1/CHRNB2/CHRNB3/CHRNB4/CHRND/CHRNE/CHRNG,,FALSE,FALSE,FALSE
Spis_XP_022781990_1,563.9543673,-0.234580305,0.206234016,0.171537378,0.314779402,FKBP_C/FKBP_C/,FKBP_prolyl_isomerase_4,,FALSE,FALSE,FALSE
Spis_XP_022801412_1,25.27804332,-0.340473492,0.356623784,0.171551702,0.314782215,VWA/,gamma_aminobutyric_acid_type_B_receptor_subunit_2,,FALSE,FALSE,FALSE
Spis_XP_022781456_1,1242.365155,0.446880317,0.657234791,0.171567899,0.314788463,DAO/,D_amino_acid_oxidase,,FALSE,FALSE,FALSE
Spis_XP_022790943_1,376.9296954,-0.178690276,0.146915411,0.171609774,0.314841819,CBP4/,,,FALSE,FALSE,FALSE
Spis_Spis13308_1,78.52760455,-0.275265965,0.25737328,0.171626277,0.314848623,,,,FALSE,FALSE,FALSE
Spis_XP_022783273_1,1.193644593,-0.450400619,0.748691446,0.171650295,0.31486921,Integrase_H2C2/rve/,,,FALSE,FALSE,FALSE
Spis_Spis21451_1,327.7643199,-0.442884916,0.63178199,0.171698664,0.314934461,,,,FALSE,FALSE,FALSE
Spis_XP_022791744_1,706.9669627,-0.296932522,0.28787124,0.171782708,0.315041652,Cellulase/Glyco_hydro_5_C/,endoglycoceramidase-like,,FALSE,FALSE,FALSE
Spis_Spis19681_1,4.287556609,0.403500995,0.489312814,0.171774591,0.315041652,,,,FALSE,FALSE,FALSE
Spis_XP_022780038_1,16.36698032,0.326693798,0.33389382,0.171890584,0.315215999,7tm_1/,GPCR-rhodopsin.HG3.243:NA,,FALSE,FALSE,FALSE
Spis_XP_022799311_1,7689.156829,-0.217896446,0.187526042,0.171920975,0.315248238,FBPase/FBPase_C/,fructose_bisphosphatase_1,,FALSE,FALSE,FALSE
Spis_XP_022788400_1,1104.203995,-0.159723198,0.129235437,0.171951885,0.315281423,SAM_1/,SAM.HG5.1:PHC1/PHC2/PHC3,,FALSE,FALSE,FALSE
Spis_XP_022809168_1,63.34838942,-0.244958018,0.218885324,0.171980092,0.315309648,Ig_3/Ig_2/Ig_2/Ig_3/fn3/,fibronectin.HG2.33:like:AXL/MERTK/NPHS1/ROS1/TEK/TIE1/TYRO3/VSIG10L2:likeclu:13/15/17/18/24,,FALSE,FALSE,FALSE
Spis_XP_022777880_1,506.0746341,-0.281890286,0.266832239,0.172091223,0.315458476,HECT/,apoptosis_resistant_E3_ubiquitin_protein_ligase_1,,FALSE,FALSE,FALSE
Spis_XP_022799779_1,11.26982672,0.370566151,0.413984925,0.172077092,0.315458476,TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/TPR_8/TPR_8/CHAT/,tetratricopeptide repeat protein 28-like,,FALSE,FALSE,FALSE
Spis_XP_022801494_1,1.88392905,0.450340277,0.737171803,0.172099726,0.315458476,EGF/,EGF_like_fibronectin_type_III_and_laminin_G_domains,,FALSE,FALSE,FALSE
Spis_XP_022782433_1,9.996533544,-0.346485367,0.368090659,0.172138353,0.315458786,,,,FALSE,FALSE,FALSE
Spis_XP_022800366_1,403.1959572,-0.246965104,0.221431894,0.172124337,0.315458786,Kinetochor_Ybp2/,glomulin_FKBP_associated_protein,,FALSE,FALSE,FALSE
Spis_XP_022806819_1,1952.870084,-0.241985095,0.215403115,0.172135728,0.315458786,Tetraspanin/,tetraspanin_3,,FALSE,FALSE,FALSE
Spis_XP_022784885_1,1.262344132,-0.444760442,0.786982848,0.172196722,0.315518759,CUB/CUB/CUB/,bone_morphogenetic_protein_1,,FALSE,FALSE,FALSE
Spis_XP_022803243_1,25.676968,0.343336012,0.36256207,0.172185314,0.315518759,,testis_expressed_11,,FALSE,FALSE,FALSE
Spis_XP_022793188_1,4424.552293,0.197062238,0.165487211,0.172214137,0.315527174,Clat_adaptor_s/Adap_comp_sub/,archain_1,,FALSE,FALSE,FALSE
Spis_XP_022808800_1,187.18998,0.357495311,0.388646737,0.172300695,0.315662262,,,,FALSE,FALSE,FALSE
Spis_XP_022784742_1,5944.527081,-0.241663655,0.215154283,0.172336786,0.315704879,,,,FALSE,FALSE,FALSE
Spis_XP_022804325_1,4.724761077,-0.417651645,0.531914166,0.172362845,0.315714883,,HLH.like:SCX/TCF15,,TRUE,FALSE,FALSE
Spis_XP_022803202_1,43.68312352,0.346568798,0.36859179,0.172367907,0.315714883,,Doublesex_DM.like:DMRT1/DMRT2/DMRT3/DMRTA1/DMRTA2/DMRTB1/DMRTC2,,TRUE,FALSE,FALSE
Spis_XP_022800983_1,4.248145351,-0.42197692,0.546479879,0.172477303,0.315891744,7tm_1/,GPCR-rhodopsin.HG2.23:like:CCKAR/CCKBR/GPR83/HCRTR1/HCRTR2/NPFFR1/NPFFR2/NPY1R/NPY2R/NPY4R/NPY4R2/NPY5R/PRLHR/QRFPR/TACR1/TACR2/TACR3:likeclu:10/24/34/45/49/51/53/64,,FALSE,FALSE,FALSE
Spis_XP_022783603_1,1275.717222,0.247935167,0.222912636,0.17253246,0.315969248,,ectopic_P_granules_autophagy_protein_5_homolog,,FALSE,FALSE,FALSE
Spis_XP_022809697_1,5.620367115,0.412472861,0.516776932,0.172572434,0.315971909,I-set/Ig_3/fn3/fn3/fn3/fn3/fn3/fn3/,protein_tyrosine_phosphatase_receptor_type_D,,FALSE,FALSE,FALSE
Spis_XP_022779304_1,7.378192066,0.418786788,0.536261682,0.17256486,0.315971909,ANTP_MEOX1/ANTP_MEOX2,Homeodomains.ANTP_MEOX1/ANTP_MEOX2,,TRUE,FALSE,FALSE
Spis_XP_022798304_1,1.205756326,0.4494585,0.742710738,0.1725477,0.315971909,DDE_3/,,,FALSE,FALSE,FALSE
Spis_XP_022788068_1,1231.526024,-0.139105127,0.111191697,0.172871593,0.316496107,Nuc_sug_transp/,solute_carrier_family_35_member_A1,,FALSE,FALSE,FALSE
Spis_Spis25847_1,18.09559507,-0.3598187,0.394306216,0.173007532,0.316721422,,,,FALSE,FALSE,FALSE
Spis_XP_022783085_1,11010.37259,-0.154755701,0.125094188,0.173057597,0.316789507,HABP4_PAI-RBP1/,SERPINE1_mRNA_binding_protein_1,,FALSE,FALSE,FALSE
Spis_XP_022795914_1,3423.236628,0.228805959,0.200545252,0.173137303,0.316888268,NAAA-beta/CBAH/,N_acylsphingosine_amidohydrolase_1,,FALSE,FALSE,FALSE
Spis_XP_022788101_1,3605.184588,0.261820028,0.240879627,0.173129248,0.316888268,UCR_14kD/,ubiquinol_cytochrome_c_reductase_binding_protein,,FALSE,FALSE,FALSE
Spis_XP_022781938_1,20.03510165,-0.299253279,0.29271931,0.173158003,0.316902584,islike:MYC/MYCL/MYCN,HLH.MYC/MYCL/MYCN,,TRUE,FALSE,FALSE
Spis_XP_022778851_1,188.506333,0.346376056,0.369497834,0.173184033,0.316926651,CRM1_repeat_2/,exportin_1,,FALSE,FALSE,FALSE
Spis_XP_022798023_1,5.124361051,-0.394604516,0.470350874,0.173210093,0.316950771,7tm_1/,GPCR-rhodopsin.HG59.2:NA,,FALSE,FALSE,FALSE
Spis_XP_022800508_1,3241.758854,0.206935125,0.176343511,0.173245658,0.316968711,Pyr_redox_2/Pyr_redox_dim/,dihydrolipoamide_dehydrogenase,,FALSE,FALSE,FALSE
Spis_Spis20443_1,8.420698318,0.381248492,0.439090645,0.173233489,0.316968711,,,,FALSE,FALSE,FALSE
Spis_XP_022809621_1,20.93581618,0.314866674,0.316680372,0.173293539,0.317032741,7tm_1/,GPCR-rhodopsin.HG33.22:NA,,FALSE,FALSE,FALSE
Spis_XP_022804605_1,15.87599194,-0.43090817,0.583692858,0.17337938,0.317142628,Ig_3/Ig_3/I-set/Ig_3/Ig_3/Ig_3/,hemicentin_1,,FALSE,FALSE,FALSE
Spis_XP_022796514_1,4.092999443,-0.409004472,0.509178969,0.173373758,0.317142628,NHL/NHL/NHL/DUF5128/,E3 ubiquitin-protein ligase TRIM71-like,,FALSE,FALSE,FALSE
Spis_XP_022782068_1,57.80897556,0.270519528,0.252560854,0.173419475,0.317192393,,,,FALSE,FALSE,FALSE
Spis_XP_022796363_1,130.4407944,-0.247733732,0.223333583,0.173464894,0.317251885,DAO/,L_2_hydroxyglutarate_dehydrogenase,,FALSE,FALSE,FALSE
Spis_XP_022807986_1,2.042428154,0.448289605,0.705710923,0.173558898,0.31740022,7tm_1/,GPCR-rhodopsin.HG14.3:NA,,FALSE,FALSE,FALSE
Spis_XP_022804389_1,308.2151608,-0.294201866,0.285746359,0.173581991,0.317418863,Methyltransf_11/,phosphoethanolamine N-methyltransferase 1-like isoform X2,,FALSE,FALSE,FALSE
Spis_XP_022807879_1,2998.475346,0.224612211,0.196093169,0.173714017,0.317636687,Pkinase/,Pkinase.HG153.0:STK11,,FALSE,FALSE,FALSE
Spis_Spis23118_1,1.930829998,0.443645249,0.654318957,0.173776337,0.317727031,,,,FALSE,FALSE,FALSE
Spis_XP_022796495_1,334.3004029,0.370446528,0.417187002,0.173875632,0.317884959,,,,FALSE,FALSE,FALSE
Spis_XP_022808011_1,3.271054207,0.424552317,0.561264843,0.173896468,0.317899435,7tm_1/,GPCR-rhodopsin.HG6.34:NA,,FALSE,FALSE,FALSE
Spis_XP_022788748_1,341.0487977,-0.222163273,0.193438558,0.173919741,0.317918362,Ski_Sno/,SKI_DACH_domain_containing_1,,FALSE,FALSE,FALSE
Spis_XP_022790529_1,22.8348202,-0.42127945,0.549951085,0.173986583,0.318016923,CARDB/CARDB/,,,FALSE,FALSE,FALSE
Spis_XP_022786198_1,1450.386316,0.191378657,0.160517432,0.174020012,0.318054401,Pkinase/,Pkinase.HG129.0:STK33,,FALSE,FALSE,FALSE
Spis_XP_022808432_1,848.9842078,-0.265841191,0.24692897,0.174108353,0.318192228,Aldedh/Aldedh/,aldehyde_dehydrogenase_16_family_member_A1,,FALSE,FALSE,FALSE
Spis_XP_022808982_1,240.2465244,-0.298340564,0.292458094,0.174189191,0.318293438,,TNF_receptor_associated_factor_2,,FALSE,FALSE,FALSE
Spis_Spis25043_1,2.689375914,0.441057883,0.639877106,0.174189602,0.318293438,,,,FALSE,FALSE,FALSE
Spis_XP_022778841_1,5.17864114,-0.392889478,0.468942014,0.174342431,0.318549045,TLD/,,,FALSE,FALSE,FALSE
Spis_XP_022801735_1,365.0294292,0.341856048,0.363204283,0.174377162,0.318588848,,,,FALSE,FALSE,FALSE
Spis_XP_022793631_1,462.5491582,-0.177454717,0.14685214,0.174414728,0.318633826,,TELO2_interacting_protein_1,,FALSE,FALSE,FALSE
Spis_XP_022779055_1,255.3579638,0.18500834,0.154347417,0.17456146,0.318878212,FIBP/,FGF1_intracellular_binding_protein,,FALSE,FALSE,FALSE
Spis_XP_022809612_1,6.336881645,0.380389934,0.440083172,0.174584352,0.318896358,7tm_2/,GPCR-secretin.HG7.0:NA,,FALSE,FALSE,FALSE
Spis_XP_022791845_1,27.50070836,-0.356557546,0.390863903,0.174670171,0.319029433,RVT_1/,,,FALSE,FALSE,FALSE
Spis_XP_022785733_1,2330.990852,0.203545143,0.173491705,0.174730387,0.319115732,Arfaptin/,ADP_ribosylation_factor_interacting_protein_2,,FALSE,FALSE,FALSE
Spis_XP_022807939_1,14.6152624,-0.321049862,0.328465886,0.174841596,0.319295139,TPR_12/TPR_12/TPR_12/CHAT/,tetratricopeptide_repeat_domain_28,,FALSE,FALSE,FALSE
Spis_XP_022789481_1,60.4809206,-0.294353444,0.287318916,0.174900708,0.319379387,Ion_trans/SPRY/,ion-NaKCa.HG5.2:like:TRPC1/TRPC3/TRPC4/TRPC5/TRPC6/TRPC7:likeclu:0,,FALSE,FALSE,FALSE
Spis_Spis19327_1,18.3442063,0.298107284,0.292920107,0.174954329,0.319453598,,,,FALSE,FALSE,FALSE
Spis_XP_022810357_1,118.1199898,-0.38746721,0.45743471,0.175027883,0.31956419,EGF/hEGF/hEGF/hEGF/hEGF/EGF/hEGF/hEGF/EGF/EGF/EGF/EGF/EGF/EGF/EGF/EGF/,cadherin_EGF_LAG_seven_pass_G_type_receptor_2,,FALSE,FALSE,FALSE
Spis_XP_022803451_1,2082.270162,0.199218674,0.169104615,0.175084648,0.319644114,Pkinase/,Pkinase.HG137.0:CDK12/CDK13,,FALSE,FALSE,FALSE
Spis_Spis23037_1,1.27892958,-0.446379942,0.725546766,0.175119214,0.319671008,,,,FALSE,FALSE,FALSE
Spis_XP_022803441_1,1434.75418,0.143415649,0.115614825,0.17512536,0.319671008,EPL1/,enhancer_of_polycomb_homolog_1,,FALSE,FALSE,FALSE
Spis_XP_022786519_1,1167.160024,-0.228573881,0.201523444,0.17515286,0.319697491,LIN54,Tesmin_TSO1-like.LIN54/TESMIN,,TRUE,FALSE,FALSE
Spis_XP_022809355_1,3972.688084,0.177088199,0.146805705,0.175185103,0.319732627,WD40/WD40/WD40/WD40/WD40/,SEC13_homolog_nuclear_pore_and_COPII_coat_complex_component,,FALSE,FALSE,FALSE
Spis_XP_022806804_1,49.00281803,-0.302391374,0.299653994,0.175236693,0.319759963,YdjM/,transmembrane_protein_267,,FALSE,FALSE,FALSE
Spis_XP_022797642_1,4207.382372,-0.222846375,0.194974902,0.175213304,0.319759963,p450/,CYP.HG11.0:NA,,FALSE,FALSE,FALSE
Spis_XP_022802718_1,140.1416359,-0.186825006,0.156459689,0.175239063,0.319759963,,,,FALSE,FALSE,FALSE
Spis_XP_022787468_1,1644.326242,0.424853381,0.568377944,0.175281355,0.319813418,ResIII/,putative mitochondrial ATP-dependent helicase irc3,,FALSE,FALSE,FALSE
Spis_XP_022802862_1,717.7824962,0.161736888,0.132267023,0.175342141,0.319876893,zf-NOSIP/,nitric_oxide_synthase_interacting_protein,,FALSE,FALSE,FALSE
Spis_XP_022807025_1,2435.93767,0.169764731,0.139816673,0.175341911,0.319876893,NARP1/,N_alpha_acetyltransferase_16_NatA_auxiliary_subunit,,FALSE,FALSE,FALSE
Spis_Spis18344_1,18.80287532,-0.355919545,0.390963311,0.175453203,0.320055777,,,,FALSE,FALSE,FALSE
Spis_XP_022780426_1,82.25314878,-0.186089976,0.155838528,0.175507453,0.320131006,zf-RING_UBOX/,tripartite_motif_containing_3,,FALSE,FALSE,FALSE
Spis_XP_022794185_1,170.362124,-0.349392218,0.378787167,0.175579204,0.320238145,F5_F8_type_C/Sushi/Sushi/CBM_14/,CUB_and_Sushi_multiple_domains_2,,FALSE,FALSE,FALSE
Spis_Spis23091_1,41.6544983,-0.255998059,0.235331733,0.175620054,0.320288912,,,,FALSE,FALSE,FALSE
Spis_XP_022785500_1,1.821177275,-0.440711221,0.650361572,0.175665918,0.320348814,EGF/,,,FALSE,FALSE,FALSE
Spis_XP_022801892_1,5465.273448,0.422023535,0.559584384,0.17571052,0.320406408,zf-C3HC4_2/zf-TRAF/zf-TRAF/,TNF_receptor_associated_factor_2,,FALSE,FALSE,FALSE
Spis_XP_022794192_1,2929.426277,0.194872171,0.164887966,0.175729605,0.320417465,,NKD_inhibitor_of_WNT_signaling_pathway_2,,FALSE,FALSE,FALSE
Spis_XP_022790449_1,11.27957731,0.366746364,0.413368791,0.175892649,0.32069099,,,,FALSE,FALSE,FALSE
Spis_XP_022782432_1,114.3697617,-0.351682042,0.383634036,0.175915544,0.320697153,PAE/ABC_tran/,ATP_binding_cassette_subfamily_G_member_8,,FALSE,FALSE,FALSE
Spis_Spis22105_1,1.930079332,0.445043757,0.704298827,0.175922093,0.320697153,,,,FALSE,FALSE,FALSE
Spis_XP_022797711_1,4.190529043,0.429591022,0.59114617,0.175967036,0.32075532,VWA_2/,von_Willebrand_factor_A_domain_containing_7,,FALSE,FALSE,FALSE
Spis_XP_022777619_1,57.16846689,-0.288129771,0.279404945,0.176032,0.320849971,BTB_2/Ion_trans/,ion-NaKCa.HG1.26:like:KCNA1/KCNA2/KCNA3/KCNA4/KCNA5/KCNA6/KCNA7/KCNA10:likeclu:6,,FALSE,FALSE,FALSE
Spis_Spis2240_1,267.8387953,-0.190528574,0.160577094,0.1760615,0.320879973,,,,FALSE,FALSE,FALSE
Spis_XP_022785407_1,2.264345945,-0.445070713,0.721754619,0.176094197,0.320899538,PAN_1/,,,FALSE,FALSE,FALSE
Spis_XP_022780544_1,1048.009189,-0.223186742,0.195887966,0.176098316,0.320899538,BTB/Ank/Ank_2/Ank_5/Ank_2/Ank_2/FYVE/,BTB.HG18.0:ANKFY1,,FALSE,FALSE,FALSE
Spis_XP_022808736_1,9.127463434,0.389943683,0.466083581,0.176128321,0.32093045,,,,FALSE,FALSE,FALSE
Spis_XP_022802309_1,18.43700821,0.359912883,0.400018878,0.176165531,0.320974485,Sec63/,helicase_for_meiosis_1,,FALSE,FALSE,FALSE
Spis_XP_022785079_1,31.86787163,-0.29860934,0.295032642,0.176237441,0.321057962,,,,FALSE,FALSE,FALSE
Spis_Spis8283_1,1.567581114,0.437680232,0.7917385,0.176231588,0.321057962,,,,FALSE,FALSE,FALSE
Spis_XP_022799580_1,8.914805286,-0.373507625,0.428440114,0.176275225,0.321103023,7tm_2/,GPCR-secretin.HG3.0:NA,,FALSE,FALSE,FALSE
Spis_XP_022782609_1,375.0048714,0.311327164,0.314897108,0.176494553,0.32143117,7tm_1/,GPCR-rhodopsin.HG1.38:like:GPR45/GPR63/GPR135:likeclu:11/12,,FALSE,FALSE,FALSE
Spis_XP_022786685_1,35.75840369,0.357637524,0.396071694,0.176479324,0.32143117,Collagen/,Collagen.HG3.0:NA,,FALSE,FALSE,FALSE
Spis_XP_022790075_1,5.737141217,0.385867437,0.45705297,0.176491783,0.32143117,Filamin/,,,FALSE,FALSE,FALSE
Spis_XP_022801026_1,2.452861546,-0.432142511,0.606343563,0.17656407,0.321500337,7tm_1/,GPCR-rhodopsin.HG11.23:like:GPR176:likeclu:1,,FALSE,FALSE,FALSE
Spis_XP_022786477_1,4.196911538,-0.41523901,0.539129884,0.176547229,0.321500337,7tm_1/,GPCR-rhodopsin.HG41.13:NA,,FALSE,FALSE,FALSE
Spis_XP_022799830_1,63.05647565,-0.200842643,0.171544477,0.176571727,0.321500337,EF-hand_8/EF-hand_7/,hippocalcin_like_1,,FALSE,FALSE,FALSE
Spis_XP_022787127_1,51.55139372,-0.301164405,0.299282523,0.176601698,0.321531118,BTB_2/Ion_trans/,ion-NaKCa.HG8.12:like:KCNB1/KCNB2/KCNF1/KCNG1/KCNG2/KCNG3/KCNG4/KCNS1/KCNS2/KCNS3/KCNV1/KCNV2:likeclu:8,,FALSE,FALSE,FALSE
Spis_XP_022809625_1,17.27810859,-0.32869559,0.343541116,0.17665109,0.321582897,EGF_3/EGF_3/EGF_CA/EGF_CA/EGF_MSP1_1/Fibrinogen_C/,angiopoietin_like_3,,FALSE,FALSE,FALSE
Spis_XP_022782303_1,491.5786392,-0.254932969,0.234770206,0.176669343,0.321582897,Arrestin_N/Arrestin_C/,arrestin domain-containing protein A-like,,FALSE,FALSE,FALSE
Spis_XP_022807330_1,6.356142878,0.373913892,0.430129273,0.176669237,0.321582897,,,,FALSE,FALSE,FALSE
Spis_XP_022807954_1,16.45576157,0.402094373,0.499513918,0.176690825,0.321598213,LRR_8/LRR_8/,"leucine-rich repeat-containing G-protein coupled receptor 4-like, partial",,FALSE,FALSE,FALSE
Spis_XP_022803066_1,108.8828155,-0.301477704,0.299884486,0.176717054,0.321598379,DEAD/Helicase_C/,DEAD.HG43.0:DDX60/DDX60L,,FALSE,FALSE,FALSE
Spis_XP_022805667_1,1094.736674,0.164377867,0.135223005,0.176710874,0.321598379,Kinesin/,kinesin_family_member_6,,FALSE,FALSE,FALSE
Spis_XP_022780605_1,7486.968742,-0.234912133,0.210024734,0.176772195,0.321674938,Gelsolin/Gelsolin/Gelsolin/,advillin,,FALSE,FALSE,FALSE
Spis_Spis10296_1,25.98309752,0.288250113,0.280371771,0.176836208,0.321749664,,,,FALSE,FALSE,FALSE
Spis_XP_022784022_1,10.66754144,0.321997711,0.332559233,0.17683941,0.321749664,,,,FALSE,FALSE,FALSE
Spis_Spis5766_1,1.285065967,-0.441685708,0.76012877,0.177010475,0.322037096,,,,FALSE,FALSE,FALSE
Spis_XP_022798919_1,1812.2472,-0.163103648,0.134177056,0.177134049,0.322238092,Mito_carr/Mito_carr/,mitochondrial_carrier_2,,FALSE,FALSE,FALSE
Spis_XP_022804026_1,292.0889959,0.174587236,0.145169045,0.177186444,0.32230958,F-box-like/,,,FALSE,FALSE,FALSE
Spis_XP_022780334_1,85.84362513,-0.28613786,0.277821258,0.17734784,0.322579322,IRK/IRK_C/,ion-inrect-K.HG1.0:KCNJ1/KCNJ10/KCNJ11/KCNJ12/KCNJ13/KCNJ14/KCNJ15/KCNJ16/KCNJ18/KCNJ2/KCNJ3/KCNJ4/KCNJ5/KCNJ6/KCNJ8/KCNJ9,,FALSE,FALSE,FALSE
Spis_XP_022782992_1,1.907290584,-0.442294043,0.688318018,0.177400457,0.322616995,,,,FALSE,FALSE,FALSE
Spis_XP_022804860_1,8999.183632,0.275002495,0.262146661,0.177407883,0.322616995,CUB/,tolloid_like_1,,FALSE,FALSE,FALSE
Spis_XP_022807944_1,78.4683355,0.317791982,0.326369709,0.177405855,0.322616995,,,,FALSE,FALSE,FALSE
Spis_XP_022801533_1,62.86478375,-0.438347977,0.64950743,0.177452297,0.322673918,,,,FALSE,FALSE,FALSE
Spis_Spis9489_1,3819.386799,-0.366125193,0.415060325,0.177466463,0.322675832,,,,FALSE,FALSE,FALSE
Spis_XP_022794504_1,14.32625792,-0.377012983,0.439075313,0.177653229,0.322917948,hEGF/EGF/Pentaxin/,adhesion_G_protein_coupled_receptor_D2,,FALSE,FALSE,FALSE
